segment,region,adr,occupancy,satisfaction,service_quality,cleanliness,value_for_money,likelihood_to_return
Budget,Urban,83.21491104364458,87.47239538783262,3,5,5,4,4
Midscale,Suburban,125.14415326073191,59.65881901829328,4,3,4,3,4
Luxury,Suburban,246.50381440900085,100,5,5,5,3,4
Budget,Suburban,77.24198214616052,80.10688720779689,3,2,2,3,3
Midscale,Resort,187.27378362308102,95.14079554018686,4,5,4,2,4
Upscale,Resort,206.6649508440904,82.79349211458027,5,5,5,3,5
Midscale,Urban,89.84804225824905,71.71403425132034,3,4,3,3,4
Budget,Resort,111.58161887028294,91.35916993114935,4,3,3,4,3
Upscale,Urban,208.98171603249725,78.56164087589171,4,3,5,4,4
Budget,Resort,73.14738473394229,68.71780118113514,2,3,3,3,2
Budget,Resort,77.1221548918598,67.28463427236332,4,4,1,3,4
Luxury,Urban,260.56986057862974,74.96662077091692,5,5,5,2,5
Upscale,Urban,193.01547101016223,82.2111393077161,5,5,4,2,5
Budget,Urban,130.47627818378564,79.16655949754691,2,5,3,3,5
Luxury,Suburban,228.4633886238553,79.78272232963478,4,5,5,2,5
Upscale,Urban,202.6991922791529,59.853265885671135,4,4,5,3,5
Budget,Urban,106.83208385493775,63.10331845121591,3,3,3,3,5
Luxury,Resort,298.6124696895895,59.2959725742584,5,4,5,1,5
Luxury,Resort,302.9038209758179,69.91478398899142,4,5,5,1,5
Midscale,Resort,126.65742465105274,93.5552360949588,3,4,5,2,2
Luxury,Resort,262.91261316878655,95.73628554672472,5,5,5,2,4
Luxury,Suburban,252.96676574990104,72.86709429226057,5,5,5,2,4
Luxury,Urban,205.82520482371012,90.7099724293455,3,5,4,2,5
Luxury,Suburban,165.77838262053314,75.26027644211378,3,5,2,2,5
Budget,Urban,103.4053628222947,72.33221731878146,2,5,2,1,3
Midscale,Urban,140.83842488714427,86.16630053947877,3,4,2,2,3
Upscale,Suburban,151.31439684537668,74.7599650089655,3,3,5,2,4
Budget,Resort,141.20710916771736,87.73513398225076,4,3,4,3,5
Upscale,Resort,239.80658288352205,82.52532588321398,4,5,5,3,5
Luxury,Resort,304.83847038430923,72.36644754632744,5,5,4,1,5
Midscale,Urban,135.5847886866264,79.4876023193726,3,5,4,3,4
Midscale,Urban,139.32207995691556,75.20610162224271,2,3,5,2,3
Luxury,Resort,287.624084361866,76.34528886257483,5,5,5,1,5
Upscale,Urban,136.8447806242017,73.4069897882649,4,4,4,3,3
Luxury,Resort,254.8954778585515,80.29114518397218,5,3,4,2,5
Upscale,Urban,209.9215780794951,84.67449031553858,5,4,4,1,5
Luxury,Resort,286.1779890794353,82.15909923831474,5,4,4,1,5
Midscale,Resort,127.43314290126176,77.185619674348,3,5,3,3,5
Upscale,Resort,242.2244624540466,66.94217068168628,3,4,5,1,5
Midscale,Suburban,122.24451565147355,73.01332422826789,4,3,3,3,4
Luxury,Resort,264.9411636455787,79.52870237733146,3,5,5,1,5
Budget,Urban,100.28230071403684,70.40864791114613,2,2,1,4,4
Upscale,Suburban,161.67079339013947,72.43361104581008,4,3,3,2,3
Midscale,Resort,152.55326821834933,76.20589557509714,4,4,3,2,3
Midscale,Urban,135.42916919248066,75.43999193296658,4,3,3,4,3
Midscale,Suburban,106.29274566167176,79.0063769363662,4,4,4,2,3
Luxury,Resort,296.5023364829656,96.2515277459944,5,5,5,2,5
Midscale,Suburban,134.99136090776716,73.20646449921462,3,4,2,2,3
Midscale,Suburban,123.80273656190036,72.29557298662795,2,2,4,3,2
Upscale,Urban,233.64712447338826,100,5,5,3,1,5
Luxury,Suburban,245.51210035747047,75.73034613994534,4,3,4,2,5
Midscale,Urban,148.06559405394063,70.37798072355716,3,4,4,3,5
Upscale,Suburban,181.01113423403638,82.35581310813674,5,3,4,3,3
Budget,Urban,96.60721089947778,72.48396393836259,3,2,2,3,3
Luxury,Urban,278.30765219286076,85.94122962932522,4,5,3,2,5
Luxury,Suburban,280.12930195131355,88.93951632431333,4,5,5,2,5
Luxury,Suburban,224.79778467815717,100,5,4,5,2,5
Luxury,Resort,305.86167661914624,94.53126517391867,4,5,5,2,5
Budget,Resort,120.62092955867163,84.25259266802396,1,4,5,3,4
Budget,Urban,81.30266553098407,76.31984896911602,2,4,3,2,5
Upscale,Suburban,188.34225737600494,73.55516408835118,4,4,4,2,5
Upscale,Urban,201.47909460669604,78.56224267265092,3,5,4,3,5
Upscale,Suburban,152.07974078746173,65.77182917806685,4,4,3,3,4
Luxury,Suburban,274.0397963581917,89.08853899286021,5,5,3,1,5
Midscale,Suburban,63.585453543341515,78.85744139893526,1,2,3,4,2
Midscale,Urban,138.4286158505944,88.38941183097891,3,3,4,2,2
Luxury,Resort,274.7893723091698,70.98224502234055,5,5,4,1,5
Luxury,Urban,256.72913412217696,77.65463640806787,5,5,4,2,5
Luxury,Urban,263.0305529797308,70.78257984756401,5,5,5,2,5
Luxury,Resort,326.54340862735955,80.95574237349715,4,5,4,1,5
Luxury,Suburban,178.11257384689213,79.24560848493898,4,5,3,2,5
Luxury,Suburban,255.93001863348948,88.54075951358091,5,5,4,2,5
Luxury,Urban,240.99148248893727,82.63575351620916,5,5,4,1,5
Upscale,Urban,213.55429202343288,72.34449715689648,4,3,5,1,5
Midscale,Urban,128.81477952154464,74.2592269127686,4,5,4,1,2
Budget,Urban,121.5427039424588,65.24831172482878,4,3,3,3,4
Budget,Urban,94.45188493169024,77.84988598600069,4,3,3,2,3
Budget,Suburban,54.73870630696893,77.8954136754586,3,3,2,3,2
Midscale,Suburban,79.29430477175235,60.649654990989276,2,2,5,4,3
Budget,Suburban,45.05989070200229,79.45307901314744,3,3,2,3,2
Luxury,Suburban,220.9278844270906,88.18644715486033,3,5,4,3,5
Budget,Urban,98.99126825318558,80.47858866725876,4,5,3,3,4
Upscale,Urban,202.8582912332646,86.89555627916823,5,5,4,2,4
Upscale,Suburban,158.09374373013313,66.8974236142933,4,2,4,3,4
Midscale,Resort,190.81052444222064,68.70359025436423,2,2,5,2,5
Luxury,Resort,249.00333338496907,93.21737726371732,5,5,5,2,3
Budget,Resort,133.87188340233524,82.63757122894813,4,4,3,3,3
Upscale,Resort,232.9166705513695,76.26313143961755,5,4,5,3,5
Upscale,Urban,202.7566287195455,84.09466727108881,4,5,4,2,4
Upscale,Urban,186.77407163237095,95.5898872740192,4,5,3,1,5
Luxury,Urban,247.36575280624334,81.7758337085854,5,5,5,2,5
Budget,Suburban,34.759726862944255,67.35364718857512,3,3,3,5,3
Midscale,Urban,101.408532423353,68.24269904117384,2,5,3,4,5
Luxury,Urban,277.46550562978433,69.58121547820997,5,4,4,2,5
Upscale,Suburban,152.04684822174576,78.1351888886741,4,3,5,2,3
Upscale,Resort,172.14263180441893,81.98838353910992,4,3,5,2,3
Budget,Urban,112.88448464389964,76.23605722912221,4,3,5,3,3
Upscale,Urban,209.74016991299402,81.9157840430547,5,5,5,3,5
Upscale,Suburban,106.22492061740421,72.73641898604143,4,4,4,4,4
Luxury,Suburban,275.95546965819625,85.74458417960685,5,5,4,1,5
Budget,Suburban,100.87713744054369,65.75505013742287,4,1,4,2,4
Luxury,Urban,228.34350920114906,76.91535989456393,4,5,3,2,4
Budget,Suburban,49.89447454876913,71.60218233408318,3,2,2,4,2
Budget,Suburban,75.20873708366958,86.23180115133798,1,1,3,4,2
Luxury,Suburban,239.1102989170261,58.970344287822385,4,5,5,1,5
Midscale,Suburban,80.23666966728416,95.94172199963859,3,4,2,2,4
Budget,Urban,84.07237548224093,66.35868838774523,2,3,3,4,4
Upscale,Suburban,237.09348847278926,90.27633796096883,3,5,5,1,5
Luxury,Urban,283.43745429580736,78.68537594628246,3,5,5,1,5
Budget,Suburban,104.76344967064341,71.32401553360863,3,4,3,2,5
Luxury,Suburban,210.16437916199945,77.10571599806805,3,5,4,1,4
Budget,Suburban,62.30918191761999,48.11726050036295,3,3,3,2,3
Upscale,Suburban,126.21555394642378,100,2,3,4,1,4
Luxury,Suburban,239.06093203848343,82.14112550353454,5,5,5,2,4
Upscale,Suburban,158.74377558088594,83.05058257307992,4,3,3,2,4
Budget,Suburban,127.79548614846092,69.1673816599333,3,3,4,2,4
Midscale,Suburban,102.04591672515498,66.85666857478658,4,3,3,3,2
Budget,Suburban,70.26760937924763,86.34797200162585,4,2,2,4,3
Luxury,Urban,236.47035527060302,87.35953390109657,5,5,4,1,5
Budget,Urban,105.75854776526458,85.41257144241969,3,4,3,2,3
Luxury,Resort,260.40372622192666,77.26252011227723,4,5,5,1,5
Midscale,Resort,134.03876695978443,62.00978890328564,3,4,2,2,4
Midscale,Resort,157.39513128473027,70.22042145094117,3,4,4,1,5
Upscale,Suburban,137.41743473405518,92.1321239588432,4,4,2,3,4
Luxury,Resort,258.43777050564046,64.63988852991599,4,5,5,2,5
Midscale,Urban,152.7441021193837,93.80114490855082,3,3,3,1,5
Midscale,Resort,187.22199917764158,72.58369462030242,3,5,3,2,5
Upscale,Urban,211.72458753850788,62.795854004446284,4,4,5,1,4
Midscale,Suburban,109.87066869265894,63.022300869472986,3,3,3,3,5
Budget,Urban,102.2760134913471,77.5891364633217,2,3,4,3,4
Luxury,Suburban,211.06135816989664,75.57588786886842,3,4,3,2,4
Budget,Resort,127.3786751015566,49.183935892050236,4,3,1,1,4
Budget,Urban,124.96761459592148,71.31773884885185,4,3,3,2,4
Upscale,Urban,165.70271855944182,92.3374821426621,4,4,4,1,4
Luxury,Resort,304.9811574868533,78.77370304910325,4,5,5,1,5
Midscale,Suburban,93.75758044110975,89.25120119096913,1,3,4,3,2
Luxury,Suburban,240.7550652682101,72.7961087107257,5,3,5,1,5
Upscale,Suburban,125.2889515122813,82.41230044679115,4,3,5,3,3
Luxury,Suburban,234.2786513542224,75.89545693069346,5,5,5,1,5
Luxury,Suburban,262.7675366977205,89.58822140927994,5,5,5,1,5
Upscale,Resort,208.04383781695088,59.832770683644085,5,4,5,3,4
Midscale,Urban,100.43091330761497,76.0535770745362,3,4,4,3,2
Midscale,Urban,180.78416099670648,90.79988334770442,3,4,3,3,3
Midscale,Urban,119.4519795167263,66.33343528719084,3,4,4,4,4
Luxury,Suburban,205.48741627120367,94.78962268229115,5,4,4,3,5
Luxury,Resort,264.61238957109344,76.53855617658553,4,5,5,2,5
Budget,Suburban,45.110889918423766,66.18431144968189,2,3,2,4,2
Upscale,Urban,194.93084509722786,66.70305493148648,2,4,3,1,5
Upscale,Urban,198.32923202949243,83.61955885692322,4,3,4,2,5
Luxury,Suburban,220.9723904030363,67.7734691643893,5,4,4,2,5
Upscale,Urban,210.55812640757887,64.29295284743218,5,5,3,2,4
Upscale,Resort,221.14483957788477,76.31321319908528,5,5,3,1,4
Luxury,Suburban,198.0214763618494,60.49264236692056,5,5,4,1,5
Midscale,Resort,176.4904432662189,68.18766147014671,5,4,5,1,5
Midscale,Suburban,77.5250893650306,92.59895827873471,2,2,2,4,4
Budget,Resort,117.90551670415816,75.18744089840357,3,3,4,3,3
Luxury,Resort,273.1631380828886,89.49610440404484,5,5,4,2,5
Midscale,Suburban,90.02841804577194,57.381695021604095,4,4,1,3,2
Upscale,Suburban,188.15495103847925,55.76480259495141,4,4,3,1,5
Budget,Resort,120.64508019593633,84.42144778186162,4,4,3,3,4
Upscale,Urban,202.96417742742392,79.0986410459998,5,5,4,2,4
Midscale,Suburban,108.87011807666345,90.57115335405582,3,3,3,2,4
Upscale,Suburban,137.89236419122244,85.95125172472451,3,4,4,3,3
Midscale,Urban,154.5298704219802,53.961252348651286,4,4,3,3,4
Budget,Suburban,50.078664416822996,84.03203518552257,3,4,4,5,2
Budget,Suburban,91.23877372836165,63.467801061193185,3,4,3,5,3
Budget,Resort,180.4267652790773,76.34243277702203,3,4,3,1,5
Midscale,Resort,168.57925774359768,79.34792871093228,4,5,4,2,3
Budget,Suburban,86.86868725712597,66.64898398539862,2,2,3,3,4
Midscale,Suburban,120.93034131069408,67.16707227973279,3,2,4,2,5
Budget,Urban,131.27375084742724,75.36844218739623,4,3,3,3,5
Upscale,Suburban,128.77043877350167,77.84898000403794,3,2,4,1,4
Budget,Resort,96.08532943646784,57.87089296384871,3,4,3,4,2
Upscale,Resort,211.84799584541244,96.19479490074593,3,5,5,1,4
Luxury,Suburban,228.50663637022856,92.6097445958397,5,5,5,1,5
Upscale,Urban,161.2283073405609,73.14229989201164,4,5,5,2,5
Luxury,Resort,236.15506838119816,62.522475029159644,5,5,5,1,4
Midscale,Resort,148.20918770824204,86.17646031269574,4,4,3,2,4
Midscale,Suburban,151.1293844485073,96.22436448111138,3,5,2,3,5
Midscale,Urban,196.1040907597769,66.6689736113838,3,4,4,2,4
Luxury,Urban,280.8801336575906,82.85906130405162,5,5,5,2,5
Upscale,Urban,149.49181915894667,61.41451556876777,4,4,5,3,3
Budget,Urban,118.74037335150813,69.7506231256002,5,3,2,3,3
Budget,Suburban,56.49540960787553,78.54465148087945,3,4,3,4,2
Upscale,Urban,193.20006260123208,63.23226330604404,4,5,5,4,4
Luxury,Suburban,246.93774631435417,68.91112763090578,4,5,4,1,5
Budget,Suburban,111.49831957039746,70.93014780704111,3,2,2,3,5
Budget,Suburban,73.35961507568179,67.50855116353497,4,3,2,4,3
Budget,Urban,82.4144682941012,73.47589746746017,2,3,3,3,1
Midscale,Resort,179.12356146372483,75.99655950819496,3,5,5,3,5
Budget,Resort,140.4940955337952,55.984041930874355,4,3,3,4,5
Midscale,Urban,162.5960918103833,63.70636356096388,1,4,4,4,5
Upscale,Resort,238.59477712244984,81.01237472978377,5,5,5,2,4
Budget,Urban,107.21884004548951,78.96912090441526,3,4,4,4,3
Luxury,Resort,256.41840393394074,94.75096805856751,4,5,5,2,5
Luxury,Resort,283.3304565280622,87.20297028742597,5,5,5,1,5
Upscale,Resort,165.94657603453857,76.39475019547034,5,3,4,1,3
Budget,Urban,128.77011598465137,81.2095135966893,2,3,4,2,3
Upscale,Resort,222.6416806674727,67.92180010117718,4,4,4,2,4
Upscale,Urban,207.56739597536176,55.45113958823227,5,3,5,3,3
Midscale,Urban,144.02720641306763,73.32051593201956,2,2,3,2,3
Budget,Suburban,10.219400275692685,67.46928966057469,2,2,2,4,3
Upscale,Urban,174.757834673748,68.77688641270922,4,4,4,2,4
Upscale,Suburban,183.60808928717444,54.898570530593744,4,3,3,1,3
Luxury,Resort,273.15764099607196,67.26742369281172,5,5,5,1,5
Budget,Resort,140.9258956381079,90.55945788122335,4,2,3,3,2
Midscale,Suburban,86.55940027200094,62.30824353016367,3,2,2,3,2
Midscale,Urban,146.45302046577896,75.63457523676837,4,3,4,2,5
Luxury,Resort,266.2993322094256,77.24224328917249,5,5,5,1,3
Midscale,Resort,143.77111593637125,92.61569846383084,4,4,2,2,4
Luxury,Urban,255.35411139045888,81.65487564506995,5,5,4,2,5
Upscale,Suburban,202.86903045940701,98.38706882014034,4,4,3,2,5
Luxury,Urban,264.3053789875761,91.0226701059827,5,5,5,1,5
Upscale,Resort,215.56096151332116,63.14703405434331,4,3,3,1,5
Luxury,Suburban,269.79602726225835,81.87490691399425,5,5,5,2,5
Upscale,Urban,182.80762735192778,81.89339997107265,4,5,4,2,4
Luxury,Urban,272.9431313647565,74.60223115375105,5,4,5,1,5
Budget,Suburban,51.92272869364028,68.21911452615562,3,4,2,3,4
Luxury,Resort,301.2088893842457,82.32466969582744,5,5,4,1,5
Midscale,Suburban,76.32546979070656,53.77427561735534,2,3,3,3,2
Midscale,Resort,158.60434835741174,54.9459063541311,5,3,5,3,3
Budget,Urban,128.19294948745792,67.9398711902048,3,4,3,2,3
Budget,Suburban,103.46098806314592,78.501556195576,3,3,4,2,3
Budget,Urban,97.83821819722428,85.20154094924389,4,5,2,3,5
Midscale,Suburban,50.25640908453438,47.756247880523674,1,3,1,3,3
Upscale,Suburban,201.1312218399471,75.8819342531218,5,3,2,2,5
Upscale,Suburban,144.43645738802252,66.65068525852152,4,4,4,2,5
Upscale,Resort,227.95442876032234,73.1724034894468,4,5,5,4,4
Luxury,Suburban,187.58392895234402,87.41278837247677,4,5,4,1,5
Upscale,Urban,178.84615060361062,97.2977627830252,3,5,4,2,5
Budget,Urban,140.7765183100729,72.3292361733893,3,4,3,2,4
Budget,Resort,128.57340497176125,75.62847071720586,3,4,4,2,3
Upscale,Resort,218.58885788871802,61.246102416683,5,5,5,2,5
Budget,Resort,142.44960624431377,100,3,3,5,2,3
Luxury,Urban,225.88165917387772,78.72096363677376,4,4,5,1,5
Budget,Suburban,70.79442183292326,79.93871576753018,4,2,3,2,3
Luxury,Suburban,241.87186572233472,84.28891886015921,5,5,5,2,4
Budget,Suburban,98.32098944313707,61.339236044953594,2,4,2,4,4
Luxury,Urban,239.7650305440722,81.22908144946493,5,4,4,1,5
Luxury,Resort,285.85599828773394,68.27041451414651,5,4,5,2,5
Luxury,Suburban,246.65635027644618,80.86110808843974,5,5,5,2,5
Upscale,Urban,282.89301814698774,84.40821082353223,5,5,5,1,5
Upscale,Resort,249.74669595188584,70.2885932327267,4,4,4,3,5
Luxury,Suburban,170.7353341419814,63.07980135139988,4,5,5,3,4
Luxury,Resort,280.43068532160936,81.82291540369133,4,5,5,1,5
Luxury,Resort,284.7770518440729,82.39322482963833,5,5,4,2,5
Midscale,Urban,160.4540554475663,77.48369028948004,3,3,2,3,5
Upscale,Resort,192.51929734639756,97.01653130620271,4,3,4,1,4
Midscale,Suburban,134.91128824165992,69.23170500874613,4,3,2,2,5
Luxury,Urban,242.68136616079175,74.08157985543303,3,4,4,3,5
Luxury,Urban,257.4129238290326,70.39688570333357,5,5,4,1,5
Luxury,Resort,295.09665160796783,100,5,5,5,1,5
Luxury,Suburban,214.7988754160134,71.37529284828527,5,5,4,1,5
Midscale,Resort,162.1216530129998,89.81991532855872,2,3,3,2,5
Midscale,Urban,179.44975496868736,64.97790963059049,4,5,4,2,3
Midscale,Suburban,98.4086564073597,87.95410921502969,3,4,5,3,4
Upscale,Suburban,131.0368248525752,78.56370676002072,3,4,5,3,5
Midscale,Suburban,128.0921410244483,66.9389458966599,3,4,2,2,4
Luxury,Suburban,210.3864834704179,81.49363122641806,4,3,5,2,5
Luxury,Resort,273.28999936199335,92.26810631467936,5,5,5,1,5
Upscale,Suburban,172.69498164560093,86.23558832951366,4,4,4,2,5
Luxury,Suburban,241.53327509754092,81.90234410484962,4,5,5,1,4
Midscale,Suburban,139.48623963910117,71.40134958135557,3,3,3,3,5
Budget,Urban,83.01509166464574,56.81729030913005,2,4,3,2,4
Budget,Suburban,62.03471075084378,62.68750937487338,3,4,2,3,2
Upscale,Urban,173.54951765338743,65.86372695866099,3,4,4,3,5
Budget,Resort,115.9346004931093,80.74648900613303,3,4,2,4,3
Midscale,Urban,189.7337279933282,73.3113590347481,2,5,5,3,4
Midscale,Urban,138.47370147257604,80.46977254126168,3,2,4,3,4
Midscale,Suburban,109.30475040204354,82.074239107719407,4,3,3,2,3
Budget,Suburban,82.78814733252804,82.17069074614241,3,5,3,2,5
Upscale,Suburban,129.58116541816128,93.56026174652568,4,3,3,3,5
Luxury,Suburban,253.84002567700406,76.13000836750267,5,4,5,3,5
Upscale,Suburban,158.54089887024537,73.14406311035371,4,4,5,4,5
Midscale,Resort,142.37634569803868,68.80788175762825,4,3,2,1,3
Midscale,Resort,169.357895546633,89.9851185235198,4,3,4,2,4
Midscale,Resort,155.42081707104595,71.97854758430496,2,3,4,1,3
Luxury,Suburban,226.20963075430197,78.48094587497759,4,3,4,1,5
Upscale,Urban,187.12813403208372,71.42793329138006,5,3,4,2,5
Budget,Urban,138.68013035549112,72.9820500270161,3,4,3,3,5
Midscale,Urban,126.17725337670618,78.05973302561823,4,4,4,2,3
Upscale,Suburban,183.8564919311367,67.9680268050212,4,4,4,2,3
Budget,Resort,124.11050268696881,84.39252461634811,2,3,2,3,3
Luxury,Suburban,223.05686472927536,67.20066809693157,5,5,5,1,5
Upscale,Suburban,143.88950951940345,84.27425416610896,3,4,4,2,4
Upscale,Suburban,150.82234975656837,69.20405434191939,3,2,3,1,4
Midscale,Suburban,103.10216690258916,65.02543506400119,3,3,3,5,4
Upscale,Suburban,187.26553758774253,89.04261159649526,5,5,4,2,5
Luxury,Urban,240.46567697159742,79.49121468047522,5,4,5,1,3
Upscale,Suburban,201.08309334410953,80.18859938029823,4,3,3,3,5
Midscale,Resort,155.73036934872485,90.37042086626828,4,4,3,3,3
Luxury,Urban,243.65895224732685,87.4684849244492,3,5,3,2,5
Budget,Urban,82.3022617365269,72.47360952018448,3,3,3,4,2
Budget,Resort,124.70263715891883,65.47995935481713,3,4,3,3,3
Luxury,Urban,303.7008699305653,84.78932381719937,4,5,5,3,5
Upscale,Resort,204.3934790211303,74.4279245701714,3,5,5,2,5
Budget,Urban,97.6071112954189,82.20596052031267,3,4,3,5,1
Upscale,Resort,215.12681012197828,67.3680422723914,3,5,4,3,5
Upscale,Resort,211.58529245181848,71.58544826335871,3,5,4,2,5
Midscale,Resort,141.4583892348419,100,2,2,5,2,3
Upscale,Resort,234.70727997828365,92.76709934398043,5,5,4,2,5
Luxury,Suburban,199.23689418587523,67.30854930780805,4,4,3,1,4
Budget,Resort,95.49799095336967,68.73340487442576,3,4,2,4,5
Budget,Resort,109.61421667800457,73.27146807840637,4,4,3,1,5
Budget,Urban,93.03897648750575,66.24765350651401,2,2,3,2,4
Upscale,Suburban,186.35248368857717,86.24961903728062,4,4,5,1,5
Budget,Resort,104.4235262029045,76.67499745772861,4,3,3,5,4
Midscale,Resort,155.54520444355936,92.1098404168028,3,3,2,1,3
Budget,Urban,91.69035736804076,72.58725491388441,2,3,3,5,5
Midscale,Suburban,150.09709576953156,84.91485760111497,3,4,5,2,4
Luxury,Suburban,266.2205365196779,84.08238974917096,4,5,5,3,5
Budget,Resort,93.54000874909048,59.59792356440134,3,2,3,3,1
Luxury,Urban,270.9128584586376,66.83747040811824,5,5,5,1,5
Luxury,Urban,227.56996315293955,79.90314463000567,4,5,4,3,5
Midscale,Suburban,89.27316424316359,55.840685114025916,3,2,4,5,4
Midscale,Suburban,95.45971894071485,64.49062942386325,1,5,3,3,3
Midscale,Urban,118.81745477670157,81.54194761619225,3,4,3,3,2
Luxury,Urban,265.7148322995026,87.49973713368291,5,5,4,2,4
Upscale,Resort,202.17035833888738,73.5091085579296,3,5,4,2,5
Upscale,Urban,197.65505320306545,78.41393376070992,4,3,4,1,5
Midscale,Resort,190.74093893002214,65.90256690060833,4,3,4,3,4
Luxury,Suburban,259.27757311781704,79.29890484201687,4,3,4,1,5
Midscale,Urban,88.21778387259006,82.52685810351863,4,2,4,3,5
Midscale,Urban,133.6397072424552,88.03037906635195,4,3,3,3,4
Luxury,Urban,271.9099135025519,68.27745793101693,5,5,5,2,4
Upscale,Urban,219.12089780950495,75.22367577733087,4,5,3,1,5
Budget,Resort,105.73711389538917,72.73734509027187,4,3,3,4,3
Upscale,Suburban,163.19569821599947,78.10864424295498,3,4,4,3,4
Luxury,Suburban,270.8014657472269,68.19208715901063,5,5,5,1,5
Budget,Urban,104.97484674189961,75.81303431729087,2,4,4,3,2
Midscale,Urban,186.89757669520571,82.62318993835213,3,4,5,3,4
Upscale,Suburban,104.58112162652148,90.15784563635461,3,3,2,3,4
Midscale,Resort,210.8469450515177,66.96204107886305,5,4,4,2,5
Midscale,Urban,80.62534645976079,78.87064061191704,2,3,5,4,3
Budget,Urban,128.32706774027193,71.97608933260739,3,3,3,4,4
Midscale,Urban,166.58057902192596,59.65356789469307,4,4,3,3,2
Luxury,Suburban,220.50231793611962,98.49146231268077,3,5,5,2,5
Luxury,Resort,271.7249851480789,70.74990381955564,4,5,5,3,5
Upscale,Suburban,168.88870204794705,69.86757205075594,2,3,3,3,5
Luxury,Suburban,234.2472149758868,76.32185842485697,5,5,3,2,4
Midscale,Resort,165.980964845619,79.64586540945139,4,5,3,3,4
Upscale,Suburban,192.8501640394214,79.00013362677939,4,5,4,2,4
Upscale,Urban,195.7318744197844,62.66184712620138,4,4,3,3,5
Luxury,Urban,208.3936157242324,71.00930429472378,3,3,4,3,4
Midscale,Urban,150.40685473806076,82.38406002648819,3,4,4,2,5
Budget,Suburban,61.931734930804254,63.41123604600094,3,2,3,4,3
Budget,Suburban,91.07283823193748,75.80159772137412,3,4,3,2,2
Midscale,Urban,118.12653628711836,75.7595622842904,4,4,2,2,3
Upscale,Urban,183.73574465526937,86.68571602500394,4,5,5,1,4
Midscale,Urban,101.55290695632118,80.28069068574487,3,3,4,2,3
Budget,Resort,82.91165469456635,76.88228584228638,2,3,2,3,4
Upscale,Urban,146.3815468251825,86.09667233676964,5,3,5,2,5
Budget,Suburban,70.6058919593217,76.10176987635391,2,3,3,3,2
Budget,Resort,51.4596529962044,63.82604359124285,2,5,3,3,3
Upscale,Urban,221.36271731848458,75.4334704335002,4,5,4,1,4
Budget,Suburban,53.73447006117261,65.33490510980414,3,2,4,4,2
Luxury,Urban,260.36674390529976,72.87917486140925,3,4,5,3,5
Midscale,Resort,189.95253872797076,89.64832648530545,4,4,5,1,2
Luxury,Urban,267.53047641709276,90.74412687295762,5,4,4,1,5
Upscale,Resort,220.54221947797464,82.38203604311268,3,5,5,1,4
Luxury,Resort,264.08474492914576,80.62147729672652,5,5,5,1,5
Upscale,Suburban,127.6435401823089,74.99090163588282,2,5,3,4,5
Upscale,Suburban,176.03933129955817,71.90751093138542,2,4,2,3,4
Upscale,Suburban,154.92485550863898,81.08064153428039,2,5,2,3,4
Upscale,Suburban,159.999037899325,62.80780018293282,5,5,3,2,3
Midscale,Urban,119.38513395513161,63.12283721732762,4,3,2,3,4
Budget,Urban,86.08226498914169,80.08430162178625,5,3,4,3,2
Upscale,Urban,132.7143124309309,66.99193491640492,3,3,4,3,5
Midscale,Resort,118.69075557977294,82.4517682091165,3,3,3,3,5
Budget,Resort,80.71873245900416,74.17489218026239,4,3,3,5,4
Budget,Resort,115.49237188496446,76.89011903517493,4,3,3,2,4
Upscale,Resort,183.34000838693336,75.18346237458803,2,4,4,3,5
Midscale,Urban,149.7272633074253,71.1643921950115,3,4,4,3,3
Midscale,Urban,140.88083996687166,92.59622331716095,3,5,4,1,4
Luxury,Suburban,217.53863711385472,74.81675949443292,3,2,5,1,4
Midscale,Resort,119.8642071382574,99.36155662028168,3,2,3,3,4
Midscale,Suburban,93.22668991616452,76.20651268039526,2,4,4,2,4
Midscale,Resort,182.31814749963306,77.71223692252032,4,5,5,2,5
Budget,Urban,111.91998607882618,80.22125477694023,4,2,3,2,3
Luxury,Resort,272.20331406741855,88.20533721729275,4,4,5,2,3
Luxury,Resort,223.89102830928545,63.01469899256875,4,5,5,2,5
Upscale,Urban,177.84498170145702,75.84585284771222,4,3,3,4,4
Upscale,Suburban,86.89272169540467,75.4181944937816,3,4,3,3,2
Upscale,Urban,234.34606704021598,66.49957028812939,5,4,4,2,5
Midscale,Urban,140.8428109744336,64.42334980688526,3,2,3,1,5
Upscale,Urban,221.52664880746835,73.15201019273495,4,4,5,3,5
Midscale,Urban,135.6509777228096,80.80584682923158,3,5,4,2,4
Budget,Urban,151.88872941129222,71.29784698452892,4,4,4,2,4
Budget,Suburban,47.53395410006581,62.776366880842566,4,3,2,4,2
Luxury,Resort,300.949758037539,67.11233956829936,4,5,4,1,5
Upscale,Suburban,159.72640920027672,58.644085354441856,3,4,5,5,3
Upscale,Suburban,178.17824770464557,84.26979458973297,4,5,4,1,3
Luxury,Urban,226.86921834668283,87.04260487509787,4,5,5,2,5
Luxury,Resort,335.95408067096525,70.55675261573437,5,5,5,1,5
Upscale,Resort,217.56090684693027,68.23223909768798,3,4,5,1,5
Midscale,Suburban,97.58217560904761,74.63426873314741,3,3,3,5,5
Budget,Resort,90.3443747609204,93.97443646603,1,2,2,4,3
Budget,Urban,61.866459114445576,90.07768955080579,2,2,2,3,3
