adr_usd,review_score,dist_center_mi,room_count,service_score,repeat_visit_intent
190,8.11,7.2,465,46.8,135.23100532183014
146,8.3,5.4,446,43.8,129.03285645632494
147,7.66,6.9,246,75.5,189.26427275777985
298,8.96,0.2,312,33.2,110.9004205604132
151,7.99,11.5,291,38.6,117.6631189619105
134,7.41,11.6,198,47.1,130.24226613392597
162,7.59,8.2,381,56.2,150.90402250332005
182,8.39,7.7,187,57.6,155.28728795035852
95,6.55,11.4,433,35.9,104.9502937505495
202,8.48,5.6,389,31.6,107.8136748413329
187,8.11,0.2,266,35.2,111.9684122273076
182,8.39,5.2,245,42.6,129.21749935290222
123,7.17,11.6,320,55,143.66826247639477
186,8.2,7,347,53.4,147.9095855689452
241,8.64,5.2,389,58.6,161.63450060544412
217,8.04,8.2,311,39.9,117.86399026453344
192,7.82,3.5,320,43.4,129.03162867411692
236,8.66,2.7,214,41.2,123.63038397802949
224,8.36,2.6,332,41.9,125.92903741701168
229,8.38,1.7,374,65,172.20366466071016
178,7.91,5.1,365,37.9,115.5933406039337
162,7.93,7,329,51.5,142.22915083271306
105,7.18,10.2,347,38.8,114.3998735742924
201,8.34,1.3,214,58.3,156.2376710162051
77,7.12,11.9,226,53.7,140.42127162355357
197,8.49,1.1,139,41.3,123.7408627237735
223,8.67,3.6,388,54.1,151.43535179230446
140,8.59,5.5,372,69.9,185.2634956407141
155,7.66,9.4,440,44,129.47490827972908
190,8.36,6.9,440,67.5,177.4389629250895
239,7.99,4.4,309,36.6,113.9131832453863
203,8.15,7.1,389,40.3,120.8627102327211
209,8.07,5,377,53.8,148.04610616810606
122,7.46,7.6,390,63.7,161.8909082777964
135,7.68,9.5,305,43.9,126.77986745779152
256,9.08,0.8,407,42.5,129.32889283541252
129,7.82,10.6,249,52.6,144.9693575462011
174,7.69,7.5,288,52.2,142.158037321691
197,7.94,6.4,443,47.7,133.77676853032713
113,7.61,11.4,405,65.8,169.2117772463959
111,6.86,9.6,221,74.2,181.9661901787326
88,7.33,9,413,62.3,163.43915641568475
244,8.59,7,415,44.9,133.16841616487426
141,7.47,10.5,355,47.6,133.41498285230645
139,7.63,10.1,373,40.7,117.06829282839846
186,8.64,3.1,300,55.9,157.99364341925605
144,7.33,5,244,40.5,117.96874088232153
187,7.82,7.8,329,59.5,156.38743719319348
91,7.32,10.8,182,49.7,136.61809329089365
172,8,9.3,309,43.2,128.14086805968975
180,8.6,3.7,262,75.1,190.4326457233969
171,8.39,4.4,253,31.9,109.13021394006113
251,9.45,0.3,288,62.6,172.13393858964326
179,7.84,7.5,259,47.4,136.24234156129728
227,7.43,4.3,382,40.9,119.09452263817782
151,7.56,8.8,325,39.8,116.73515431086656
195,7.78,6.1,269,48.1,131.43015990674627
219,8.35,5.3,375,39.7,118.94965556282564
119,7.48,6.3,360,49.5,136.31731940016513
205,7.93,4.2,97,47.4,136.10570509023427
257,8.98,2.4,430,52.2,145.53664269169087
155,7.95,5.6,422,39.9,122.30088222464848
116,7.45,4.6,231,42.4,124.84798092860596
132,7.1,7.1,303,43.9,121.01336748817812
162,7.67,7.6,269,54.8,148.8946011243862
217,8.34,2.2,337,34.2,108.03272157329158
230,8.33,6.5,397,38.4,118.19960004262342
162,7.67,6.5,372,35.7,111.60732547769337
146,8.06,5.3,282,39,120.03667929539756
184,7.65,6.9,298,39.7,115.95165079273303
224,8.31,6.7,447,36.6,113.97672709104889
194,7.9,6.1,313,48.6,134.74767285800567
129,7.42,9.5,412,49.5,136.77908731980983
250,9.05,0.2,307,53.8,149.73184967113244
190,8.42,1.9,317,41.1,119.0413491168973
163,8.28,0.2,227,35.3,114.93962456374572
142,7.7,3.8,203,65.9,174.84694582598945
227,8.93,6.5,328,45.6,134.9399329195223
213,7.89,3.5,208,63.9,168.77220497418978
66,6.59,13,369,62.4,157.73499443258055
187,8.18,3.7,182,43.1,130.04862759943197
144,7.06,6.5,335,39.5,115.40828786513876
158,7.5,5.1,223,52.8,143.5073279302323
182,7.89,8,425,67.9,171.65172709646825
120,7.14,12.2,499,48,133.8659113615955
174,7.91,8,302,51.3,141.44829276990626
174,8.21,7.4,281,34.5,107.24301983056996
171,7.73,7.4,368,39.1,116.44640667017336
234,9.09,3.7,281,37.5,120.1964436804154
199,8.36,4.1,99,48.1,140.1184137453323
170,6.93,8.5,165,40.3,112.915207935472
255,8.94,0.2,276,40.3,124.1847127453631
130,7.78,4.6,229,59.4,160.6762398567663
250,9,3.4,440,41.1,129.91733153754006
241,8.63,6.7,207,45.4,136.2764290878047
242,8.1,4,402,51.3,146.42304789069576
191,7.96,4.3,403,40.8,121.80806195965978
233,8.63,3,311,55.5,152.98623262626046
246,8.87,6.7,343,38.2,121.86040812372684
195,8.33,5.2,398,47.7,139.16744625165188
246,8.55,0.9,182,47.6,142.7772665429421
219,7.88,6,314,38.5,112.47003533457764
109,6.95,12,152,74.3,183.89647140613363
229,8.07,5.4,258,47.6,136.8595891657393
161,8.11,7.3,299,40.3,121.04080268927925
163,7.82,4.9,167,33.6,103.1843555030298
168,8.11,3.7,219,53.8,149.63300178417248
172,7.82,8.9,267,50.8,139.14182851747216
172,7.29,6.2,327,35.4,108.26172299766102
248,8.26,0.2,394,54,151.11510341203572
114,7.6,8.2,213,48.3,137.16791402094918
230,8.22,5.7,171,47.6,133.18427240522888
201,7.87,3.6,350,42.3,126.11348369635822
212,8.4,6.4,352,66.1,172.68603728610796
225,8.9,4.2,251,44.4,130.72196105230208
214,8.62,2,311,40.5,126.72864133183886
135,8.27,4.4,278,64.6,172.84251994652993
141,7.48,8.6,388,47.2,131.31483346459
202,8.54,4.8,381,39,122.21908141247668
198,9.53,2.7,167,41.9,129.72934851715385
156,7.85,5.6,278,39,116.94793684189592
162,7.14,13,245,50.4,136.31255353247826
170,7.68,5.5,194,50.1,138.03851989099198
155,7.68,11.3,223,49.4,138.66819747299448
108,7.36,9.2,294,39.5,118.8746550709919
228,8.7,0.2,374,67.3,177.18845787444218
119,7.99,8.3,222,43.7,127.28468309528856
160,7.95,7.5,332,43.2,129.423514698331
233,8.85,7.2,415,43.9,131.39191605894695
208,9.05,3.9,378,40.6,121.2419236587858
146,7.51,3.9,182,44.6,127.77796757289586
141,7.52,5.2,150,47.6,131.0270639777775
189,8.61,3.1,344,44.5,130.05292318799215
152,7.4,11.1,227,53.3,146.4416336271697
220,9.24,1,412,32.9,116.89599601403046
166,7.51,7.8,368,44.2,123.87043491719292
119,7.76,3.8,193,54.7,150.26205036333351
197,8.69,2.8,203,36.5,116.26170432326072
192,8.26,5.2,363,65.5,172.5836149184409
131,7.34,8,360,51.5,142.1444734029128
199,8.62,0.2,378,53.9,151.3273490368821
140,7.94,6.8,307,55.6,149.1972692922785
202,8.3,0.9,252,54.3,149.15918225051428
211,8.79,1.3,260,41.1,127.52227051059776
122,7.11,6.8,261,61.3,153.4781053362802
257,8.74,0.2,341,63.5,172.89048876369694
142,7.71,3.2,192,45.4,126.21569980233552
190,8.64,3.7,270,43.7,130.6438621256368
164,8.39,5.2,330,37.2,115.96928204481608
155,7.81,3.6,151,56.7,155.0361389720487
177,8.17,7,160,41,123.22769863011324
182,8.07,3.3,250,43.7,127.95387826981042
185,8.4,5.7,310,40,123.3962716177172
98,6.07,10.1,243,44.8,118.29597088761912
226,8.74,1.8,310,57.7,158.70820228786727
179,8.39,3.6,240,45.7,135.70516882761555
183,7.82,7.4,380,60.7,161.8669472419597
116,7.41,6.6,370,41.1,116.69900658649496
180,7.31,6.6,404,34.3,106.42591273482176
255,8.91,1.5,253,46,133.79482075079258
196,7.4,7.1,319,31.1,98.00337839256066
164,7.61,7.7,240,46.5,133.471840767714
211,8.47,6.5,349,56.6,151.0479096491083
259,8.76,10.2,400,43.2,126.64197161823832
182,7.84,8.3,340,53.1,148.00274534565287
169,7.88,4.8,384,45.1,127.97041443189468
276,8.99,2,323,35.3,118.03741403715782
132,7.53,4.6,243,37.9,113.11349959848778
204,8.74,8.5,317,43.8,132.15555135672585
195,8.08,4.8,367,39.2,120.42655777925847
207,8.94,4.1,410,55.6,154.59757626127993
213,8.68,5.2,264,44.1,130.99081815370678
185,7.68,7.1,409,36.7,110.96980566070874
118,7.36,8.6,453,54,150.43216855204477
192,8.71,3.7,395,65.5,174.80229413819518
256,9.04,0.2,192,38.4,122.94560084622218
273,8.75,3.2,298,49.5,142.0684929181181
134,7.81,4.6,261,39.4,117.36641871469078
173,7.27,10.7,294,47.7,134.50750933771462
176,7.6,3.8,304,57.5,152.3222326609252
184,8.65,1.2,241,40.6,124.49027260552153
238,8.28,3.3,401,45,132.15392432828213
195,7.9,5.4,169,52,142.63655250992426
220,9.3,2.9,238,51.9,154.21812831235408
141,7.92,8.7,389,45.1,126.94308077555766
223,8.52,4.6,333,42.5,131.62258595969124
103,7.38,7,239,47.4,130.99681622224162
220,7.97,5.6,142,43.1,128.764239293699
93,6.27,14.8,326,34.1,95.55164517798504
176,8.07,6.3,263,51.9,146.06216124285692
148,7.83,6.3,380,37.5,115.90286252995374
185,7.77,4.3,287,56.5,149.30756605687984
84,7,10.3,315,37.7,108.86335224302074
245,9.49,0.6,292,34.3,116.43704969094044
184,7.64,4.6,472,42.1,124.68767085759404
204,8.9,0.4,337,44.2,131.36800139194267
192,8.41,7.3,327,50.3,142.20174800189338
231,8.66,9.6,365,62.5,171.4426938699547
235,8.51,3.2,351,46.9,134.095305518297
208,8.26,5.1,321,42.7,128.59558796143372
144,7.66,3,521,73.9,186.99753637846985
133,8.06,7.9,212,56.6,151.28837094288735
178,7.28,8.3,451,48,131.06426431565245
143,7.29,5.5,386,34.2,106.4165550206044
205,7.92,4.3,366,35.7,111.49791886542424
126,6.98,7.3,157,33.7,105.15019655493496
115,7.4,12.9,167,48,131.79643207581682
87,7.13,10.2,243,43.2,118.62102460724104
252,9.04,0.2,426,58.9,165.09565385295653
174,8.54,7.8,162,55.6,152.68275676313175
194,8.01,7.6,350,53.2,146.6906810536451
219,8.23,7.2,104,54.2,152.98808362770362
215,8.29,2.6,257,38.6,118.14917189537762
128,7.51,12.1,454,56.7,154.04911065479394
162,8.1,7,302,63.6,165.5057207001351
231,8.29,1.8,365,50.5,144.30102247223246
188,8.33,3.5,318,43.4,128.94359842374195
263,9.19,0.2,355,34,112.47645692129709
211,8.46,5.5,416,40.7,121.13998212222072
136,7.65,4.8,282,49.9,138.20328732718903
197,7.95,4.1,287,46.7,133.66032952490818
234,8.82,3.2,333,36.7,118.05489363406936
164,8.18,9.9,208,64.3,170.5737120444631
230,8.93,4.5,353,61.6,166.92902886804657
192,7.72,2.5,405,61.7,160.97679255562085
243,8.15,0.9,293,63.6,168.42387575825526
163,8.28,10,242,57.1,154.5168216567566
150,7.36,10.7,300,45.9,131.03845529408613
205,9.22,4.9,277,46.5,139.44827175021229
248,9.26,0.2,456,51.7,148.46946336780704
228,8.64,4.9,243,34.7,108.98621407182937
110,6.94,8.9,250,44.5,122.41263778820792
127,7.39,12.3,373,49.5,140.04203770426562
162,7.75,6.7,362,53.4,144.4284751577379
142,7.65,10.5,188,59.9,156.3780013882943
168,6.99,8.7,352,42.9,122.0558950055557
194,8.01,3.1,611,60.8,162.53258624968583
281,9.43,0.2,215,51.8,152.25325811318254
153,7.78,3.6,224,57.9,154.14404982968932
201,8.35,6.4,278,50.8,145.59530843251935
127,7.18,8.7,393,47.8,129.15478227960398
161,7.79,7.3,394,64.6,168.05224646405267
153,7.68,6.6,212,52.1,141.1917193255641
183,8.37,4.3,215,45.7,134.61151727603436
191,8.52,5.2,228,58.6,160.0600135228043
164,7.51,9.7,268,53.2,146.16941616354026
147,7.92,5.1,284,38.1,119.9170017379627
251,8.59,4.2,189,39.3,121.83131106344996
179,7.73,6.7,214,41.2,119.98076669560324
215,8.3,2,198,58.9,157.6529665469626
210,8.46,5.5,473,48.6,138.97393203553872
162,7.92,9.2,460,42,123.46079632727924
139,7.16,12,278,41.5,122.78360382944116
188,8.18,5,331,43.5,125.64178091452447
179,8.01,11.4,381,51.7,141.26356512695023
232,9.11,3.2,288,45.6,135.93406661936444
192,8.25,3.3,207,43.1,128.62511892699663
193,8.57,7.5,346,58.7,161.89222371947483
205,8.56,5.2,127,41.4,123.7841306015163
154,7.93,6.8,268,57.4,154.70407721269916
206,8.38,5.7,278,51.5,144.81421404420485
216,8.71,0.8,307,63.8,173.54041294085152
217,8.45,2.1,269,46.3,137.0283844730041
260,9.42,0.2,332,32.6,111.67543861113096
161,7.38,8.5,239,42.7,122.39198753332386
114,7.48,8.8,238,59.5,157.70544522680308
135,7.39,15.2,281,57,147.64301472680606
206,7.93,7.3,327,52,143.02945806903992
181,8.19,2.3,253,35.3,112.69974576800496
177,8.28,3.7,205,34.6,109.55353569123976
96,6.83,8.5,479,53,140.03016359730364
173,7.87,6.1,165,52.8,144.90798492913257
108,6.7,10.4,285,41.6,115.25269357136736
227,9.09,0.7,503,54.9,153.26104032764323
146,7.4,8.3,359,48.9,134.40026553000376
240,9.18,7.1,225,78.4,202.00594435438583
251,8.93,5,154,60.2,166.71819013132293
268,9,1.7,363,58.1,164.25976442498984
252,9.11,0.2,249,40.9,127.3261552412667
61,6.48,13.5,256,62.7,158.5973439849831
198,8.38,1.4,121,43.4,128.5591693721885
182,8.42,4.2,202,68.2,179.70271968776223
265,8.55,0.2,297,56,155.1869909245576
132,6.76,7.1,285,30.1,94.47319100372042
91,6.43,12.2,197,47.2,128.77583025523202
168,7.88,5.5,382,64.5,166.4251577012091
232,9.01,0.2,414,48.2,144.34572802625098
212,8.33,5.1,263,44.2,130.74822482435968
272,8.81,0.2,399,52.5,149.4116440214244
152,7.85,7.3,400,51.9,141.92951629773884
155,8.26,1.2,417,52.3,145.5722448168349
128,6.89,12.2,381,51.7,138.59736960886087
107,6.76,15.1,381,47.1,123.87257148520315
111,7.06,9.5,374,42.1,118.29695610232382
138,7.2,7.2,443,45.9,128.97198322461162
279,9.37,0.2,278,44.7,135.66103642729644
196,8.44,3.5,294,55.3,151.19894490903147
186,8.37,0.2,298,39.7,119.97861093773002
154,8,8.9,257,41.3,123.07149806482808
149,7.77,6.6,198,52.3,140.18033523030496
143,7.55,10.9,440,41.6,122.69245848116442
85,7.18,12.9,253,54.2,139.96213065112812
118,7.06,8,201,43.7,121.69332095536888
171,8.12,6.8,296,54.4,147.825635042053
155,7.93,7.6,256,51.5,140.15279958090318
144,7.58,9.7,284,48,131.7441853197741
167,7.79,7.3,327,57,153.4501547072112
133,7.83,7.3,240,44.6,128.11045193756823
140,7.58,12,311,54,145.2982947350943
209,8.34,5.3,264,62,161.05847244883628
245,8.81,2,413,32.8,107.00135857700845
164,7.65,4.3,302,49.7,137.3873857750746
181,7.47,6.4,283,42.7,120.99392969397388
231,8.79,0.2,454,68.2,178.756462139378
182,7.68,8.9,319,51,142.4990814259954
160,7.78,8.2,108,56.7,152.65117669703469
191,8.16,7.3,292,62,162.71231075672247
191,8.2,5,257,61.5,163.06260796999558
212,8.48,0.7,195,45.7,133.23019303689827
187,8.41,0.2,226,54,148.6894096375298
112,7.55,9.6,338,61.3,158.42189277901088
217,8.18,4.7,335,46.5,133.79639183599923
143,7.4,8.6,186,58.8,156.08238943903953
269,8.48,2.8,352,36.3,115.4537040071346
171,8.24,7.8,328,32.6,105.99970597456849
164,7.55,8.6,470,55.6,149.72564048953762
172,7.93,3.1,294,32.1,105.437836734103
213,8.77,2,235,38.8,121.16897208350326
270,9.17,1.7,331,45.2,137.16161039789174
90,6.82,10.7,238,38.1,108.00885418582808
267,9.01,0.6,458,48.9,142.35069862366225
78,7.27,9.8,273,55,145.5094034490119
229,8.92,3.4,335,37.7,120.39132900712008
189,8.35,7.1,466,62.6,167.66463902768595
243,8.63,0.2,359,48.9,140.70276404200533
108,8.1,9.3,153,51.9,142.7675715544204
175,8.37,8.8,273,37.3,114.59057156643055
235,8.34,2.7,241,59.6,161.45704122120415
104,6.78,9.3,233,31.6,99.81367370455084
164,8.09,5.3,410,37.5,113.8757288101406
187,8.1,9.7,360,46.2,132.13040265540562
133,7.57,8.3,501,52.6,143.7113611205039
251,8.32,0.5,323,55.2,150.89075909987434
158,7.57,4.2,239,43.6,125.29314462964092
201,8.59,6.4,414,43.2,129.2548077660433
155,7.2,8.4,425,48.6,131.6474968188666
226,8.43,1.5,211,46.8,137.41288250227663
151,7.21,5.6,129,39.8,117.34261567444594
110,8.05,13,352,41.4,125.0982790133144
132,7.04,9.1,373,44.7,127.13599317236476
192,7.92,9.4,216,57.4,153.38727642415486
170,7.86,5.8,329,43,124.3710362069834
126,7.68,7.8,434,57.4,153.72243600098346
213,8,6.3,260,45.2,131.66016195310326
168,7.38,4.5,307,36.7,109.6207476875502
231,8.55,0.2,315,39.5,120.90331038319904
216,8.35,3.8,128,56,152.5134569448907
285,8.61,6.6,423,61,168.0144037814535
123,6.77,7.6,343,39.3,107.43366729591703
221,8.1,6,290,33.6,107.36484393243224
199,7.95,6.6,429,41.1,122.02642575410708
229,8.21,1.2,372,31.8,102.53078079401288
149,8.06,6.1,386,42.7,126.47085178964127
185,8.35,9.2,383,44.5,126.8158246323798
258,8.91,1,212,45,136.45993772222386
172,8.29,12.7,438,34.7,107.5232788302588
177,8.31,6.7,185,42,121.14453023980596
200,8.5,7.1,403,46.9,134.77287234841594
258,8.51,6.9,400,46.2,135.27416078782463
168,7.69,5.6,205,64.6,166.34686567047166
196,8.41,2.3,374,46.7,134.33142600944475
236,8.98,2.2,341,49.7,144.96640995011558
88,6.96,11.2,257,41.7,116.0821981570231
259,9.29,0.2,204,39.1,124.47830090847906
205,8.66,5,216,36.5,117.29586598585878
126,6.44,10.4,183,38.5,112.46797931341722
178,8.04,8.8,349,39.4,119.9589037624804
210,8.87,1.5,441,42.1,131.97952598433352
231,8.86,2.2,353,48.2,141.60632006705939
223,8.71,0.6,410,45.3,134.1435177463493
91,7.28,12.3,132,48.3,128.48693028750122
183,8.29,6.5,538,66,171.0006828961387
152,7.79,6.9,377,60.5,159.31207475252353
259,8.44,0.2,256,51.4,146.42454091170757
243,8.99,2.4,342,39.5,123.30497285364366
281,9,2.4,463,53.5,153.08729724250966
107,7.68,7.1,256,32.1,100.4723772963225
145,7.25,5.4,408,35.7,107.1017405652989
135,7.37,6.1,155,48.1,133.4840120649543
244,8.74,0.2,207,32,106.98122856366878
154,7.95,6.1,303,47.5,134.97566338996631
159,7.33,10.6,466,61.8,158.90850394789348
218,8.45,5.9,233,45,132.99869044651902
160,7.86,7.3,262,47.6,134.33789021497748
187,9.13,6.8,378,48.7,142.95590130669376
109,6.34,12.1,356,47.7,123.20242582710772
278,9.55,0.2,419,43.4,133.20266283744252
113,7.49,6,258,35.4,105.27071183020352
266,8.88,1.1,212,50.3,141.78856388475938
129,6.95,13.5,384,48.8,131.36223379830952
246,8.44,2.2,409,53.2,148.2784032645088
214,8.83,1.6,390,37.8,120.31720045160124
159,7.71,8.2,218,58.5,157.73252530060066
157,7.52,10.8,286,46.8,132.08880059384515
208,8.1,5.2,305,59.5,161.52414068151694
138,7.6,6.4,217,64.5,165.94737942473094
185,8.13,5.7,300,66.9,173.83431965362243
174,8.48,5.6,228,45.3,135.1703377688525
121,7.91,6.9,285,71.3,182.1524143678762
167,7.93,5.2,347,68.6,173.48951056863325
280,9.15,0.2,286,46.6,137.25688896181575
136,7.22,9.1,134,52.6,143.31518411966547
94,6.9,12,258,38.8,110.87852548464508
230,8.67,2.4,370,58.1,160.21688826555425
206,8.4,5.6,405,44.3,130.62844539136128
156,8.1,6.3,223,33.8,107.10728478530066
187,7.55,0.3,240,42,121.04842721518725
176,7.49,4.1,329,34.6,107.4334410957162
96,7.62,8.5,366,47.9,134.3191576577845
159,8.23,3.3,448,43.6,130.81934027979835
265,9.11,0.6,399,40.2,125.55036043113012
232,9.2,6.2,314,47.7,139.55358391594663
251,8.92,0.3,267,57.4,159.7318062031589
203,7.62,4.4,323,47.7,134.91066910648837
216,8.47,6.3,309,61.9,170.713933911454
113,7.17,6.8,391,63.4,161.72263397379254
146,7.42,13.7,214,42.9,122.24729285618348
219,8.73,7.2,258,54.4,154.2149864207959
274,8.92,1.5,271,44.5,136.16257225300893
160,7.76,8.1,255,41.5,120.48263628679004
160,7.52,4.7,365,36.2,111.32914090988882
157,7.9,8.3,498,57.8,153.9696849719153
171,8.89,0.3,327,42.1,126.72564345951552
272,8.62,3.1,318,55.5,155.3467218038005
191,7.33,6.1,354,40,116.86299554440215
211,8.68,0.7,276,44.5,133.17866175628444
163,7.99,5.5,148,69.1,176.9889930065561
282,9.19,0.2,233,33.3,116.1399559118535
138,7.3,8.5,323,46.2,130.23057601809543
152,7.42,6.8,273,53.3,142.95119514869592
96,7.2,9.9,328,65.1,167.6054978620209
174,8.01,6,266,44.8,127.22097123221262
220,8.26,4.7,395,30.1,101.22449974610154
140,7.64,7.3,217,69.2,179.40671579736104
197,7.7,3.2,124,46.3,130.7223213767913
199,8.07,7.8,353,30,102.1709807439911
159,8.02,5.1,358,30.9,101.45615599962017
127,7.79,8.5,247,53.1,140.55394719938755
196,7.69,10.2,301,46.5,129.6895749088678
132,7.29,8.6,350,43.2,123.29547137806996
103,7.41,7.5,347,50.9,141.743105421868
159,7.74,5.6,202,42.4,122.31319574999831
215,8.16,6.5,284,38.5,118.3519580227651
180,8.21,6.4,281,36.3,111.72036142104088
128,7.28,9.5,303,56.8,147.9670875173324
123,6.97,10.7,211,61.4,156.09536671316636
147,7.78,6,428,55.9,153.4381241346671
170,7.33,3.7,275,52,142.5306201798218
96,7.18,9.1,477,50.8,138.6873303146354
247,9.41,0.2,412,38.3,125.88092510687297
189,7.73,9.6,333,60.4,158.60115000653298
178,7.95,15,405,34.8,110.86915387378625
249,9.02,2.5,290,57.4,160.31925855574306
163,8.36,5.6,300,41.8,123.30179815037437
113,7.37,16,289,48.6,132.38787555543652
120,7.51,9.2,50,47,131.6501058638383
270,9.23,1.4,462,55.5,157.5612601229931
144,7.94,10.3,327,43.5,126.05728316267805
83,6.7,8.8,214,53.9,139.30701751242694
189,8.7,4,305,48.8,136.91821611902168
212,8.7,3.8,373,46.2,136.7504709588822
184,8.59,2,206,38.2,118.7594565817258
219,8.8,2.4,274,34.7,114.49832176636257
140,7.63,3.5,357,48.4,131.85821637349966
181,8.13,5.7,302,34,106.14332812937512
258,8.48,3.3,373,48.4,138.97733625065607
194,8.66,5.8,242,54.3,149.07437292873658
142,7.51,9.9,379,51.3,136.18409229855857
137,7.81,7,309,43.8,128.21719081566712
224,8.54,5.6,277,57.1,158.70173867949907
207,8,4.2,329,32.3,102.540072715991
219,8.95,3.2,430,31.9,108.0058854628668
237,8.79,1.5,344,51.3,144.2820541896575
204,8.01,4.1,313,42.7,126.08285383350596
201,8.35,0.4,239,37.1,115.89064339799602
93,7.07,10.2,214,62.6,158.81107909808128
220,8.28,4.9,418,58.5,156.85156491220764
81,6.8,9.5,243,59.9,151.6758376131436
101,6.75,11.5,231,62.1,158.82274852438508
199,8.31,2.9,334,42.6,127.8920176956282
166,7.63,8.2,364,50.7,140.3029497888318
167,7.95,5,322,50.1,138.26422060516802
218,8.7,7.2,366,40.4,120.72766074352946
173,7.49,11.2,315,39.4,117.31175132630896
105,6.95,14.5,401,57,148.39588210521137
137,7.91,9.3,419,47.9,135.271215300057
178,7.91,3.9,321,54.5,150.61425596974678
206,8.2,3.9,326,61,161.2129683311968
179,8.44,6.4,347,63.6,171.68803065137004
127,7.46,8.6,254,42,120.47361700957414
222,8.56,2.8,263,65.3,171.973624356488
262,8.68,2.9,435,48.4,139.78850771236486
241,9.12,0.2,298,60.1,166.5800394576857
177,8.02,6.3,239,44.1,127.88556870948857
129,7.96,6.6,167,50.9,139.79898555890426
230,7.82,7.1,367,52.4,143.33675144241846
189,8.46,6.4,565,41.5,120.21613779772406
94,7.02,8.9,221,58,150.0829766362551
156,6.78,8.2,251,44.4,123.61193243507805
188,7.46,6.9,233,47.4,131.7614804509358
219,8.41,5.9,386,55.4,154.22665544452244
167,8.08,4.8,178,43.2,127.77196486794894
137,6.77,6.1,259,34.7,104.54129349271118
188,7.79,4.5,456,33.3,106.86208989005095
253,9,4.7,238,50,141.52283847725147
108,7.37,7.9,332,57.4,151.6583193600369
166,8.05,11.4,262,46.5,136.51013466921364
223,8.97,5.9,306,46.2,136.28902954591115
162,8.11,6.2,294,44.4,130.25560488484112
210,8.78,0.2,451,46.9,137.98678746195986
213,8.53,2.1,237,55.2,154.16402445037605
276,8.73,4.8,455,47.6,138.305939765659
209,8.55,3.9,458,51,143.453401406968
206,8.54,3.9,472,40.8,124.44392168873128
173,8.17,2.7,246,52.1,145.46562966140684
269,9.8,0.2,423,47.1,142.82933542063225
271,9.14,3.1,335,30,105.76288133005288
198,7.39,6.1,372,34,105.77270386738157
180,7.82,4.7,139,51.1,139.7476322190751
221,8.28,10,389,32,107.67935531439612
139,7.22,5.4,299,48.3,137.10152054149316
226,8.89,2.4,397,44.6,136.60441065746969
211,7.81,8,324,36.3,110.74116429858483
194,8.63,6.1,311,37.5,114.5042254619351
239,9.09,3.3,281,40.9,127.3583959142192
81,6.78,11.8,271,48.5,132.66054644120814
151,7.8,4.5,495,65.7,171.95621339587134
113,6.97,14,381,41.3,114.9905064505765
180,8.27,3.9,435,40.4,119.92370297851316
204,8.24,7,350,35.2,111.86748926975528
187,8.13,9.1,198,65.4,172.70216269075374
198,8.01,2.7,256,48.9,139.5958633277109
167,7.66,4.6,292,46.2,132.3327839578779
193,8.08,8.1,343,45.1,128.66404901606705
249,9.12,0.2,366,56.2,155.37478988760003
153,7.38,11.6,431,39.6,112.07496044408144
217,8.6,5.9,285,38.7,121.40986539545564
112,7.22,4.6,469,71.2,180.15622313153887
172,7.79,8.2,366,34.9,109.4217013776501
171,8.14,4.8,213,41.2,120.9817511079774
198,7.98,9.3,390,54.6,152.2354334998987
181,7.46,3.2,274,50.6,137.75970675127323
234,8.82,0.2,342,31.2,110.0580767229914
127,7.34,10.5,326,34,105.80280401016115
217,8.5,7,334,34.1,113.08062129017104
184,7.82,3.2,394,36.8,113.3612044525888
248,8.36,4.2,278,55.3,152.27069554380023
221,8.3,7.8,385,49.7,138.87490386325356
159,7.47,3.2,187,53.6,143.4329716196173
196,8.19,4.2,354,59.2,159.25578432744717
103,7.13,7.9,222,51.1,138.41414813597007
183,7.69,2.9,256,66.6,171.5835615753378
285,9.66,1.4,257,48,143.94405602181317
190,8.55,6.2,520,58.2,159.51697103388412
113,7.03,10.7,354,42.9,119.90125591480496
186,8.1,8.3,323,33.4,106.22812508732098
188,8.11,4.2,369,71.7,181.03859059668795
152,8.06,6.7,324,44.2,130.39254294053603
108,7.68,8.5,280,39.8,118.09386473600304
232,8.29,2,245,39.8,120.88275153314528
230,8.65,6.9,397,53.3,148.36816277045017
107,7.44,7.5,348,60.2,157.1044522721952
167,7.88,7.4,447,37.3,111.8264342885974
205,8.4,3.2,108,56.5,152.9014052952945
210,8.42,7.7,197,35.7,109.6620964565868
149,7.36,5.8,253,36.3,111.36339754529688
204,8.57,7.5,217,39.3,121.70192816429058
211,8.54,2.7,357,44,128.46644724889111
173,7.93,9,215,54.5,150.97757320749182
135,7.25,9,440,44.8,127.09918336673825
213,8.4,10.4,291,50.8,145.08476454916934
147,7.6,9.3,436,49.5,136.54845886611437
169,7.29,4.3,256,38.7,113.0042559868287
176,7.39,3.1,80,38.4,113.553894195987
226,8.55,2.5,357,64,171.55938131247515
182,7.95,8.3,333,34.1,109.54982921328224
146,7.49,9.5,390,31.6,103.82893829991386
129,7.04,9.1,298,33.3,100.78185919172546
205,8.95,2.3,314,51,144.71887050369705
191,7.92,1.7,353,45.1,130.00171733122087
225,8.81,1.3,295,51.5,153.0942083705808
261,9.63,3.8,439,69,185.2927683098326
